country,Population,date,HighestInfectionCount,PercentPopulationInfected
Mexico,128613116,2023-07-21,7608416,5.915738796
China,1425179562,2023-07-21,99296839,6.967321287
United Kingdom,68179315,2023-07-21,24648604,36.15261315
Japan,124997585,2023-07-21,33803572,27.04338008
Russia,145579889,2023-07-21,22971107,15.77903868
United States,341534041,2023-07-22,103436829,30.28595003
India,1425423209,2023-07-22,44995224,3.156622098
Mexico,128613116,2023-07-22,7608416,5.915738796
China,1425179562,2023-07-22,99297160,6.96734381
Russia,145579889,2023-07-22,22971107,15.77903868
United Kingdom,68179315,2023-07-22,24649180,36.15345798
Japan,124997585,2023-07-22,33803572,27.04338008
India,1425423209,2023-07-23,44995264,3.156624904
China,1425179562,2023-07-23,99297160,6.96734381
Russia,145579889,2023-07-23,22971107,15.77903868
Japan,124997585,2023-07-23,33803572,27.04338008
United Kingdom,68179315,2023-07-23,24649693,36.15421041
United States,341534041,2023-07-23,103436829,30.28595003
Mexico,128613116,2023-07-23,7608416,5.915738796
Japan,124997585,2023-07-24,33803572,27.04338008
United States,341534041,2023-07-24,103436829,30.28595003
India,1425423209,2023-07-24,44995311,3.156628201
Russia,145579889,2023-07-24,22971107,15.77903868
Mexico,128613116,2023-07-24,7608416,5.915738796
United Kingdom,68179315,2023-07-24,24650160,36.15489537
China,1425179562,2023-07-24,99298804,6.967459164
Russia,145579889,2023-07-25,22974289,15.78122442
India,1425423209,2023-07-25,44995332,3.156629674
United States,341534041,2023-07-25,103436829,30.28595003
Japan,124997585,2023-07-25,33803572,27.04338008
Mexico,128613116,2023-07-25,7608416,5.915738796
United Kingdom,68179315,2023-07-25,24650712,36.155705
China,1425179562,2023-07-25,99298804,6.967459164
Mexico,128613116,2023-07-26,7608416,5.915738796
United States,341534041,2023-07-26,103436829,30.28595003
United Kingdom,68179315,2023-07-26,24651428,36.15675517
Russia,145579889,2023-07-26,22974289,15.78122442
China,1425179562,2023-07-26,99298804,6.967459164
Japan,124997585,2023-07-26,33803572,27.04338008
India,1425423209,2023-07-26,44995392,3.156633884
Mexico,128613116,2023-07-27,7608416,5.915738796
United Kingdom,68179315,2023-07-27,24652184,36.15786401
Russia,145579889,2023-07-27,22974289,15.78122442
China,1425179562,2023-07-27,99298804,6.967459164
United States,341534041,2023-07-27,103436829,30.28595003
Japan,124997585,2023-07-27,33803572,27.04338008
India,1425423209,2023-07-27,44995434,3.15663683
India,1425423209,2023-07-28,44995486,3.156640478
United States,341534041,2023-07-28,103436829,30.28595003
United Kingdom,68179315,2023-07-28,24652916,36.15893765
Russia,145579889,2023-07-28,22974289,15.78122442
China,1425179562,2023-07-28,99298804,6.967459164
Mexico,128613116,2023-07-28,7608416,5.915738796
Japan,124997585,2023-07-28,33803572,27.04338008
Mexico,128613116,2023-07-29,7608416,5.915738796
India,1425423209,2023-07-29,44995536,3.156643986
United States,341534041,2023-07-29,103436829,30.28595003
Japan,124997585,2023-07-29,33803572,27.04338008
Russia,145579889,2023-07-29,22974289,15.78122442
United Kingdom,68179315,2023-07-29,24653629,36.15998342
China,1425179562,2023-07-29,99299134,6.967482319
India,1425423209,2023-07-30,44995588,3.156647634
United Kingdom,68179315,2023-07-30,24654370,36.16107026
United States,341534041,2023-07-30,103436829,30.28595003
Russia,145579889,2023-07-30,22974289,15.78122442
China,1425179562,2023-07-30,99299701,6.967522104
Mexico,128613116,2023-07-30,7608416,5.915738796
Japan,124997585,2023-07-30,33803572,27.04338008
Russia,145579889,2023-07-31,22974289,15.78122442
Mexico,128613116,2023-07-31,7608416,5.915738796
China,1425179562,2023-07-31,99300370,6.967569045
Japan,124997585,2023-07-31,33803572,27.04338008
United States,341534041,2023-07-31,103436829,30.28595003
United Kingdom,68179315,2023-07-31,24655090,36.1621263
India,1425423209,2023-07-31,44995629,3.15665051
India,1425423209,2023-08-01,44995665,3.156653036
China,1425179562,2023-08-01,99300370,6.967569045
Mexico,128613116,2023-08-01,7608416,5.915738796
United States,341534041,2023-08-01,103436829,30.28595003
Russia,145579889,2023-08-01,22977274,15.78327485
Japan,124997585,2023-08-01,33803572,27.04338008
United Kingdom,68179315,2023-08-01,24655960,36.16340235
Japan,124997585,2023-08-02,33803572,27.04338008
United States,341534041,2023-08-02,103436829,30.28595003
China,1425179562,2023-08-02,99300370,6.967569045
Mexico,128613116,2023-08-02,7608416,5.915738796
Russia,145579889,2023-08-02,22977274,15.78327485
United Kingdom,68179315,2023-08-02,24656929,36.1648236
India,1425423209,2023-08-02,44995725,3.156657245
United States,341534041,2023-08-03,103436829,30.28595003
Mexico,128613116,2023-08-03,7608416,5.915738796
China,1425179562,2023-08-03,99300370,6.967569045
United Kingdom,68179315,2023-08-03,24657899,36.16624632
Russia,145579889,2023-08-03,22977274,15.78327485
India,1425423209,2023-08-03,44995802,3.156662647
Japan,124997585,2023-08-03,33803572,27.04338008
Mexico,128613116,2023-08-04,7608416,5.915738796
China,1425179562,2023-08-04,99300370,6.967569045
United Kingdom,68179315,2023-08-04,24658845,36.16763383
Russia,145579889,2023-08-04,22977274,15.78327485
United States,341534041,2023-08-04,103436829,30.28595003
India,1425423209,2023-08-04,44995856,3.156666435
Japan,124997585,2023-08-04,33803572,27.04338008
United States,341534041,2023-08-05,103436829,30.28595003
Mexico,128613116,2023-08-05,7608416,5.915738796
India,1425423209,2023-08-05,44995933,3.156671837
Russia,145579889,2023-08-05,22977274,15.78327485
United Kingdom,68179315,2023-08-05,24659775,36.16899788
China,1425179562,2023-08-05,99300764,6.967596691
Japan,124997585,2023-08-05,33803572,27.04338008
Russia,145579889,2023-08-06,22977274,15.78327485
Mexico,128613116,2023-08-06,7608416,5.915738796
United States,341534041,2023-08-06,103436829,30.28595003
China,1425179562,2023-08-06,99301655,6.967659209
India,1425423209,2023-08-06,44995980,3.156675135
Japan,124997585,2023-08-06,33803572,27.04338008
United Kingdom,68179315,2023-08-06,24660683,36.17032967
Mexico,128613116,2023-08-07,7608416,5.915738796
United States,341534041,2023-08-07,103436829,30.28595003
India,1425423209,2023-08-07,44996034,3.156678923
China,1425179562,2023-08-07,99302207,6.967697941
United Kingdom,68179315,2023-08-07,24661477,36.17149424
Russia,145579889,2023-08-07,22977274,15.78327485
Japan,124997585,2023-08-07,33803572,27.04338008
Mexico,128613116,2023-08-08,7608416,5.915738796
Japan,124997585,2023-08-08,33803572,27.04338008
United States,341534041,2023-08-08,103436829,30.28595003
Russia,145579889,2023-08-08,22980206,15.78528886
China,1425179562,2023-08-08,99302207,6.967697941
United Kingdom,68179315,2023-08-08,24662440,36.17290669
India,1425423209,2023-08-08,44996059,3.156680677
Russia,145579889,2023-08-09,22980206,15.78528886
United States,341534041,2023-08-09,103436829,30.28595003
China,1425179562,2023-08-09,99302207,6.967697941
United Kingdom,68179315,2023-08-09,24663626,36.17464623
Japan,124997585,2023-08-09,33803572,27.04338008
Mexico,128613116,2023-08-09,7608416,5.915738796
India,1425423209,2023-08-09,44996112,3.156684395
United Kingdom,68179315,2023-08-10,24664920,36.17654416
India,1425423209,2023-08-10,44996151,3.156687131
United States,341534041,2023-08-10,103436829,30.28595003
China,1425179562,2023-08-10,99302207,6.967697941
Mexico,128613116,2023-08-10,7608416,5.915738796
Japan,124997585,2023-08-10,33803572,27.04338008
Russia,145579889,2023-08-10,22980206,15.78528886
Japan,124997585,2023-08-11,33803572,27.04338008
United Kingdom,68179315,2023-08-11,24666169,36.1783761
United States,341534041,2023-08-11,103436829,30.28595003
India,1425423209,2023-08-11,44996198,3.156690428
China,1425179562,2023-08-11,99302207,6.967697941
Russia,145579889,2023-08-11,22980206,15.78528886
Mexico,128613116,2023-08-11,7608416,5.915738796
Mexico,128613116,2023-08-12,7608416,5.915738796
China,1425179562,2023-08-12,99302619,6.96772685
Russia,145579889,2023-08-12,22980206,15.78528886
United States,341534041,2023-08-12,103436829,30.28595003
United Kingdom,68179315,2023-08-12,24667354,36.18011416
Japan,124997585,2023-08-12,33803572,27.04338008
India,1425423209,2023-08-12,44996236,3.156693094
China,1425179562,2023-08-13,99302619,6.96772685
India,1425423209,2023-08-13,44996274,3.15669576
Mexico,128613116,2023-08-13,7608416,5.915738796
Japan,124997585,2023-08-13,33803572,27.04338008
United States,341534041,2023-08-13,103436829,30.28595003
Russia,145579889,2023-08-13,22980206,15.78528886
United Kingdom,68179315,2023-08-13,24668460,36.18173635
India,1425423209,2023-08-14,44996313,3.156698496
Mexico,128613116,2023-08-14,7608416,5.915738796
China,1425179562,2023-08-14,99303467,6.967786351
United Kingdom,68179315,2023-08-14,24669487,36.18324267
Japan,124997585,2023-08-14,33803572,27.04338008
Russia,145579889,2023-08-14,22980206,15.78528886
United States,341534041,2023-08-14,103436829,30.28595003
China,1425179562,2023-08-15,99303467,6.967786351
Mexico,128613116,2023-08-15,7608416,5.915738796
United Kingdom,68179315,2023-08-15,24670614,36.18489567
India,1425423209,2023-08-15,44996335,3.156700039
Russia,145579889,2023-08-15,22983150,15.78731112
United States,341534041,2023-08-15,103436829,30.28595003
Japan,124997585,2023-08-15,33803572,27.04338008
China,1425179562,2023-08-16,99303467,6.967786351
United States,341534041,2023-08-16,103436829,30.28595003
United Kingdom,68179315,2023-08-16,24671949,36.18685374
India,1425423209,2023-08-16,44996393,3.156704108
Russia,145579889,2023-08-16,22983150,15.78731112
Mexico,128613116,2023-08-16,7608416,5.915738796
Japan,124997585,2023-08-16,33803572,27.04338008
United States,341534041,2023-08-17,103436829,30.28595003
India,1425423209,2023-08-17,44996426,3.156706423
Russia,145579889,2023-08-17,22983150,15.78731112
Mexico,128613116,2023-08-17,7608416,5.915738796
Japan,124997585,2023-08-17,33803572,27.04338008
United Kingdom,68179315,2023-08-17,24673264,36.18878248
China,1425179562,2023-08-17,99303467,6.967786351
United Kingdom,68179315,2023-08-18,24674571,36.19069948
India,1425423209,2023-08-18,44996476,3.156709931
China,1425179562,2023-08-18,99303467,6.967786351
Mexico,128613116,2023-08-18,7608416,5.915738796
Japan,124997585,2023-08-18,33803572,27.04338008
United States,341534041,2023-08-18,103436829,30.28595003
Russia,145579889,2023-08-18,22983150,15.78731112
China,1425179562,2023-08-19,99304082,6.967829504
India,1425423209,2023-08-19,44996548,3.156714982
Mexico,128613116,2023-08-19,7608416,5.915738796
United Kingdom,68179315,2023-08-19,24675832,36.19254902
Japan,124997585,2023-08-19,33803572,27.04338008
United States,341534041,2023-08-19,103436829,30.28595003
Russia,145579889,2023-08-19,22983150,15.78731112
China,1425179562,2023-08-20,99304082,6.967829504
India,1425423209,2023-08-20,44996599,3.15671856
United States,341534041,2023-08-20,103436829,30.28595003
United Kingdom,68179315,2023-08-20,24677006,36.19427095
Japan,124997585,2023-08-20,33803572,27.04338008
Mexico,128613116,2023-08-20,7608416,5.915738796
Russia,145579889,2023-08-20,22983150,15.78731112
United States,341534041,2023-08-21,103436829,30.28595003
India,1425423209,2023-08-21,44996653,3.156722349
United Kingdom,68179315,2023-08-21,24678033,36.19577727
Japan,124997585,2023-08-21,33803572,27.04338008
China,1425179562,2023-08-21,99304984,6.967892794
Mexico,128613116,2023-08-21,7608416,5.915738796
Russia,145579889,2023-08-21,22983150,15.78731112
Russia,145579889,2023-08-22,22986528,15.78963149
United Kingdom,68179315,2023-08-22,24679201,36.1974904
Japan,124997585,2023-08-22,33803572,27.04338008
China,1425179562,2023-08-22,99304984,6.967892794
United States,341534041,2023-08-22,103436829,30.28595003
India,1425423209,2023-08-22,44996676,3.156723962
Mexico,128613116,2023-08-22,7608416,5.915738796
Japan,124997585,2023-08-23,33803572,27.04338008
Mexico,128613116,2023-08-23,7608416,5.915738796
Russia,145579889,2023-08-23,22986528,15.78963149
United States,341534041,2023-08-23,103436829,30.28595003
India,1425423209,2023-08-23,44996732,3.156727891
China,1425179562,2023-08-23,99304984,6.967892794
United Kingdom,68179315,2023-08-23,24680655,36.19962301
Russia,145579889,2023-08-24,22986528,15.78963149
Mexico,128613116,2023-08-24,7608416,5.915738796
United States,341534041,2023-08-24,103436829,30.28595003
India,1425423209,2023-08-24,44996786,3.156731679
China,1425179562,2023-08-24,99304984,6.967892794
United Kingdom,68179315,2023-08-24,24682103,36.20174682
Japan,124997585,2023-08-24,33803572,27.04338008
Mexico,128613116,2023-08-25,7608416,5.915738796
United States,341534041,2023-08-25,103436829,30.28595003
India,1425423209,2023-08-25,44996859,3.1567368
Russia,145579889,2023-08-25,22986528,15.78963149
United Kingdom,68179315,2023-08-25,24683464,36.20374303
China,1425179562,2023-08-25,99304984,6.967892794
Japan,124997585,2023-08-25,33803572,27.04338008
Japan,124997585,2023-08-26,33803572,27.04338008
Russia,145579889,2023-08-26,22986528,15.78963149
United Kingdom,68179315,2023-08-26,24684781,36.2056747
China,1425179562,2023-08-26,99305669,6.967940858
India,1425423209,2023-08-26,44996919,3.15674101
Mexico,128613116,2023-08-26,7608416,5.915738796
United States,341534041,2023-08-26,103436829,30.28595003
China,1425179562,2023-08-27,99305669,6.967940858
Japan,124997585,2023-08-27,33803572,27.04338008
United Kingdom,68179315,2023-08-27,24685994,36.20745383
United States,341534041,2023-08-27,103436829,30.28595003
India,1425423209,2023-08-27,44996963,3.156744096
Russia,145579889,2023-08-27,22986528,15.78963149
Mexico,128613116,2023-08-27,7608416,5.915738796
Japan,124997585,2023-08-28,33803572,27.04338008
United Kingdom,68179315,2023-08-28,24687027,36.20896895
United States,341534041,2023-08-28,103436829,30.28595003
Mexico,128613116,2023-08-28,7608416,5.915738796
Russia,145579889,2023-08-28,22986528,15.78963149
India,1425423209,2023-08-28,44997033,3.156749007
China,1425179562,2023-08-28,99306613,6.968007095
Mexico,128613116,2023-08-29,7608416,5.915738796
China,1425179562,2023-08-29,99306613,6.968007095
United Kingdom,68179315,2023-08-29,24688138,36.21059848
United States,341534041,2023-08-29,103436829,30.28595003
Japan,124997585,2023-08-29,33803572,27.04338008
Russia,145579889,2023-08-29,22990548,15.79239286
India,1425423209,2023-08-29,44997056,3.156750621
United Kingdom,68179315,2023-08-30,24689475,36.21255948
Mexico,128613116,2023-08-30,7608416,5.915738796
Japan,124997585,2023-08-30,33803572,27.04338008
United States,341534041,2023-08-30,103436829,30.28595003
India,1425423209,2023-08-30,44997117,3.1567549
Russia,145579889,2023-08-30,22990548,15.79239286
China,1425179562,2023-08-30,99306613,6.968007095
China,1425179562,2023-08-31,99306613,6.968007095
Japan,124997585,2023-08-31,33803572,27.04338008
Mexico,128613116,2023-08-31,7608416,5.915738796
United States,341534041,2023-08-31,103436829,30.28595003
India,1425423209,2023-08-31,44997167,3.156758408
Russia,145579889,2023-08-31,22990548,15.79239286
United Kingdom,68179315,2023-08-31,24691129,36.21498544
United Kingdom,68179315,2023-09-01,24692947,36.21765194
Mexico,128613116,2023-09-01,7608416,5.915738796
United States,341534041,2023-09-01,103436829,30.28595003
China,1425179562,2023-09-01,99306613,6.968007095
India,1425423209,2023-09-01,44997216,3.156761846
Russia,145579889,2023-09-01,22990548,15.79239286
Japan,124997585,2023-09-01,33803572,27.04338008
United Kingdom,68179315,2023-09-02,24694697,36.2202187
Japan,124997585,2023-09-02,33803572,27.04338008
Russia,145579889,2023-09-02,22990548,15.79239286
India,1425423209,2023-09-02,44997266,3.156765353
Mexico,128613116,2023-09-02,7608416,5.915738796
China,1425179562,2023-09-02,99307316,6.968056422
United States,341534041,2023-09-02,103436829,30.28595003
Russia,145579889,2023-09-03,22990548,15.79239286
Mexico,128613116,2023-09-03,7608416,5.915738796
India,1425423209,2023-09-03,44997326,3.156769563
China,1425179562,2023-09-03,99307316,6.968056422
Japan,124997585,2023-09-03,33803572,27.04338008
United States,341534041,2023-09-03,103436829,30.28595003
United Kingdom,68179315,2023-09-03,24696465,36.22281186
India,1425423209,2023-09-04,44997372,3.15677279
United Kingdom,68179315,2023-09-04,24698034,36.22511314
Japan,124997585,2023-09-04,33803572,27.04338008
Mexico,128613116,2023-09-04,7608416,5.915738796
China,1425179562,2023-09-04,99308250,6.968121958
United States,341534041,2023-09-04,103436829,30.28595003
Russia,145579889,2023-09-04,22990548,15.79239286
United Kingdom,68179315,2023-09-05,24699950,36.22792338
Japan,124997585,2023-09-05,33803572,27.04338008
India,1425423209,2023-09-05,44997400,3.156774754
Russia,145579889,2023-09-05,22995765,15.79597646
China,1425179562,2023-09-05,99308250,6.968121958
United States,341534041,2023-09-05,103436829,30.28595003
Mexico,128613116,2023-09-05,7608416,5.915738796
Japan,124997585,2023-09-06,33803572,27.04338008
Mexico,128613116,2023-09-06,7608416,5.915738796
China,1425179562,2023-09-06,99308250,6.968121958
United States,341534041,2023-09-06,103436829,30.28595003
Russia,145579889,2023-09-06,22995765,15.79597646
India,1425423209,2023-09-06,44997466,3.156779384
United Kingdom,68179315,2023-09-06,24702254,36.23130271
China,1425179562,2023-09-07,99308250,6.968121958
United States,341534041,2023-09-07,103436829,30.28595003
Russia,145579889,2023-09-07,22995765,15.79597646
United Kingdom,68179315,2023-09-07,24704494,36.23458816
India,1425423209,2023-09-07,44997537,3.156784365
Mexico,128613116,2023-09-07,7608416,5.915738796
Japan,124997585,2023-09-07,33803572,27.04338008
Japan,124997585,2023-09-08,33803572,27.04338008
United Kingdom,68179315,2023-09-08,24706647,36.23774601
Mexico,128613116,2023-09-08,7608416,5.915738796
United States,341534041,2023-09-08,103436829,30.28595003
China,1425179562,2023-09-08,99308250,6.968121958
Russia,145579889,2023-09-08,22995765,15.79597646
India,1425423209,2023-09-08,44997583,3.156787592
Mexico,128613116,2023-09-09,7608416,5.915738796
Japan,124997585,2023-09-09,33803572,27.04338008
United Kingdom,68179315,2023-09-09,24708609,36.24062371
Russia,145579889,2023-09-09,22995765,15.79597646
China,1425179562,2023-09-09,99308843,6.968163567
United States,341534041,2023-09-09,103436829,30.28595003
India,1425423209,2023-09-09,44997642,3.156791731
Japan,124997585,2023-09-10,33803572,27.04338008
United Kingdom,68179315,2023-09-10,24710398,36.24324768
Russia,145579889,2023-09-10,22995765,15.79597646
United States,341534041,2023-09-10,103436829,30.28595003
China,1425179562,2023-09-10,99308843,6.968163567
Mexico,128613116,2023-09-10,7608416,5.915738796
India,1425423209,2023-09-10,44997710,3.156796502
Japan,124997585,2023-09-11,33803572,27.04338008
United Kingdom,68179315,2023-09-11,24711932,36.24549763
Mexico,128613116,2023-09-11,7608416,5.915738796
China,1425179562,2023-09-11,99309868,6.968235488
Russia,145579889,2023-09-11,22995765,15.79597646
United States,341534041,2023-09-11,103436829,30.28595003
India,1425423209,2023-09-11,44997780,3.156801413
United States,341534041,2023-09-12,103436829,30.28595003
Mexico,128613116,2023-09-12,7608416,5.915738796
China,1425179562,2023-09-12,99309868,6.968235488
Japan,124997585,2023-09-12,33803572,27.04338008
United Kingdom,68179315,2023-09-12,24713699,36.24808932
India,1425423209,2023-09-12,44997820,3.156804219
Russia,145579889,2023-09-12,23003453,15.80125741
Russia,145579889,2023-09-13,23003453,15.80125741
Mexico,128613116,2023-09-13,7608416,5.915738796
Japan,124997585,2023-09-13,33803572,27.04338008
India,1425423209,2023-09-13,44997917,3.156811024
United States,341534041,2023-09-13,103436829,30.28595003
United Kingdom,68179315,2023-09-13,24715797,36.2511665
China,1425179562,2023-09-13,99309868,6.968235488
Mexico,128613116,2023-09-14,7608416,5.915738796
India,1425423209,2023-09-14,44997975,3.156815093
United States,341534041,2023-09-14,103436829,30.28595003
China,1425179562,2023-09-14,99309868,6.968235488
United Kingdom,68179315,2023-09-14,24717696,36.2539518
Japan,124997585,2023-09-14,33803572,27.04338008
Russia,145579889,2023-09-14,23003453,15.80125741
Mexico,128613116,2023-09-15,7608416,5.915738796
Japan,124997585,2023-09-15,33803572,27.04338008
Russia,145579889,2023-09-15,23003453,15.80125741
United States,341534041,2023-09-15,103436829,30.28595003
United Kingdom,68179315,2023-09-15,24719401,36.25645256
China,1425179562,2023-09-15,99309868,6.968235488
India,1425423209,2023-09-15,44998035,3.156819302
Mexico,128613116,2023-09-16,7608416,5.915738796
Russia,145579889,2023-09-16,23003453,15.80125741
India,1425423209,2023-09-16,44998107,3.156824353
China,1425179562,2023-09-16,99309868,6.968235488
Japan,124997585,2023-09-16,33803572,27.04338008
United Kingdom,68179315,2023-09-16,24721118,36.25897092
United States,341534041,2023-09-16,103436829,30.28595003
Japan,124997585,2023-09-17,33803572,27.04338008
India,1425423209,2023-09-17,44998162,3.156828212
China,1425179562,2023-09-17,99309868,6.968235488
United States,341534041,2023-09-17,103436829,30.28595003
United Kingdom,68179315,2023-09-17,24722671,36.26124874
Russia,145579889,2023-09-17,23003453,15.80125741
Mexico,128613116,2023-09-17,7608416,5.915738796
India,1425423209,2023-09-18,44998217,3.15683207
United States,341534041,2023-09-18,103436829,30.28595003
Russia,145579889,2023-09-18,23003453,15.80125741
Mexico,128613116,2023-09-18,7608416,5.915738796
China,1425179562,2023-09-18,99310257,6.968262782
Japan,124997585,2023-09-18,33803572,27.04338008
United Kingdom,68179315,2023-09-18,24724105,36.26335202
United Kingdom,68179315,2023-09-19,24725859,36.26592464
Japan,124997585,2023-09-19,33803572,27.04338008
China,1425179562,2023-09-19,99310257,6.968262782
Russia,145579889,2023-09-19,23014969,15.80916784
India,1425423209,2023-09-19,44998243,3.156833894
Mexico,128613116,2023-09-19,7608416,5.915738796
United States,341534041,2023-09-19,103436829,30.28595003
Russia,145579889,2023-09-20,23014969,15.80916784
China,1425179562,2023-09-20,99310257,6.968262782
United Kingdom,68179315,2023-09-20,24728020,36.26909423
India,1425423209,2023-09-20,44998294,3.156837472
Japan,124997585,2023-09-20,33803572,27.04338008
United States,341534041,2023-09-20,103436829,30.28595003
Mexico,128613116,2023-09-20,7608416,5.915738796
China,1425179562,2023-09-21,99310257,6.968262782
United Kingdom,68179315,2023-09-21,24730222,36.27232394
India,1425423209,2023-09-21,44998338,3.156840559
Japan,124997585,2023-09-21,33803572,27.04338008
United States,341534041,2023-09-21,103436829,30.28595003
Mexico,128613116,2023-09-21,7608416,5.915738796
Russia,145579889,2023-09-21,23014969,15.80916784
China,1425179562,2023-09-22,99311020,6.968316319
India,1425423209,2023-09-22,44998393,3.156844418
Japan,124997585,2023-09-22,33803572,27.04338008
United States,341534041,2023-09-22,103436829,30.28595003
Mexico,128613116,2023-09-22,7608416,5.915738796
Russia,145579889,2023-09-22,23014969,15.80916784
United Kingdom,68179315,2023-09-22,24732342,36.27543339
Russia,145579889,2023-09-23,23014969,15.80916784
Mexico,128613116,2023-09-23,7608416,5.915738796
India,1425423209,2023-09-23,44998463,3.156849328
Japan,124997585,2023-09-23,33803572,27.04338008
China,1425179562,2023-09-23,99311020,6.968316319
United States,341534041,2023-09-23,103436829,30.28595003
United Kingdom,68179315,2023-09-23,24734348,36.27837563
United States,341534041,2023-09-24,103436829,30.28595003
Mexico,128613116,2023-09-24,7608416,5.915738796
India,1425423209,2023-09-24,44998525,3.156853678
China,1425179562,2023-09-24,99311020,6.968316319
Japan,124997585,2023-09-24,33803572,27.04338008
United Kingdom,68179315,2023-09-24,24736233,36.2811404
Russia,145579889,2023-09-24,23014969,15.80916784
India,1425423209,2023-09-25,44998565,3.156856484
United States,341534041,2023-09-25,103436829,30.28595003
Mexico,128613116,2023-09-25,7608416,5.915738796
United Kingdom,68179315,2023-09-25,24737951,36.28366023
Japan,124997585,2023-09-25,33803572,27.04338008
China,1425179562,2023-09-25,99311978,6.968383539
Russia,145579889,2023-09-25,23014969,15.80916784
India,1425423209,2023-09-26,44998603,3.15685915
Mexico,128613116,2023-09-26,7608416,5.915738796
United States,341534041,2023-09-26,103436829,30.28595003
United Kingdom,68179315,2023-09-26,24740136,36.28686501
Japan,124997585,2023-09-26,33803572,27.04338008
China,1425179562,2023-09-26,99311978,6.968383539
Russia,145579889,2023-09-26,23029404,15.81908336
Russia,145579889,2023-09-27,23029404,15.81908336
China,1425179562,2023-09-27,99311978,6.968383539
Japan,124997585,2023-09-27,33803572,27.04338008
India,1425423209,2023-09-27,44998650,3.156862447
Mexico,128613116,2023-09-27,7608416,5.915738796
United Kingdom,68179315,2023-09-27,24742919,36.29094689
United States,341534041,2023-09-27,103436829,30.28595003
China,1425179562,2023-09-28,99312649,6.968430621
Japan,124997585,2023-09-28,33803572,27.04338008
Mexico,128613116,2023-09-28,7608416,5.915738796
United Kingdom,68179315,2023-09-28,24745889,36.29530305
India,1425423209,2023-09-28,44998701,3.156866025
United States,341534041,2023-09-28,103436829,30.28595003
Russia,145579889,2023-09-28,23029404,15.81908336
China,1425179562,2023-09-29,99313571,6.968495314
Russia,145579889,2023-09-29,23029404,15.81908336
United States,341534041,2023-09-29,103436829,30.28595003
Japan,124997585,2023-09-29,33803572,27.04338008
Mexico,128613116,2023-09-29,7608416,5.915738796
United Kingdom,68179315,2023-09-29,24748784,36.29954921
India,1425423209,2023-09-29,44998741,3.156868831
Russia,145579889,2023-09-30,23029404,15.81908336
United States,341534041,2023-09-30,103436829,30.28595003
China,1425179562,2023-09-30,99313571,6.968495314
Japan,124997585,2023-09-30,33803572,27.04338008
United Kingdom,68179315,2023-09-30,24751328,36.30328055
Mexico,128613116,2023-09-30,7608416,5.915738796
India,1425423209,2023-09-30,44998782,3.156871708
United Kingdom,68179315,2023-10-01,24753655,36.30669361
Japan,124997585,2023-10-01,33803572,27.04338008
India,1425423209,2023-10-01,44998838,3.156875636
Russia,145579889,2023-10-01,23029404,15.81908336
China,1425179562,2023-10-01,99313571,6.968495314
United States,341534041,2023-10-01,103436829,30.28595003
Mexico,128613116,2023-10-01,7608416,5.915738796
India,1425423209,2023-10-02,44998874,3.156878162
Russia,145579889,2023-10-02,23029404,15.81908336
China,1425179562,2023-10-02,99313800,6.968511383
United Kingdom,68179315,2023-10-02,24755750,36.30976639
United States,341534041,2023-10-02,103436829,30.28595003
Mexico,128613116,2023-10-02,7608416,5.915738796
Japan,124997585,2023-10-02,33803572,27.04338008
India,1425423209,2023-10-03,44998916,3.156881108
Japan,124997585,2023-10-03,33803572,27.04338008
China,1425179562,2023-10-03,99313800,6.968511383
United Kingdom,68179315,2023-10-03,24758309,36.31351972
Russia,145579889,2023-10-03,23045833,15.83036858
United States,341534041,2023-10-03,103436829,30.28595003
Mexico,128613116,2023-10-03,7608416,5.915738796
United States,341534041,2023-10-04,103436829,30.28595003
United Kingdom,68179315,2023-10-04,24761025,36.31750334
Mexico,128613116,2023-10-04,7608416,5.915738796
India,1425423209,2023-10-04,44998954,3.156883774
China,1425179562,2023-10-04,99313800,6.968511383
Japan,124997585,2023-10-04,33803572,27.04338008
Russia,145579889,2023-10-04,23045833,15.83036858
Russia,145579889,2023-10-05,23045833,15.83036858
United Kingdom,68179315,2023-10-05,24763760,36.32151482
United States,341534041,2023-10-05,103436829,30.28595003
Japan,124997585,2023-10-05,33803572,27.04338008
China,1425179562,2023-10-05,99314630,6.968569621
India,1425423209,2023-10-05,44999204,3.156901313
Mexico,128613116,2023-10-05,7608416,5.915738796
United States,341534041,2023-10-06,103436829,30.28595003
United Kingdom,68179315,2023-10-06,24766264,36.32518749
Russia,145579889,2023-10-06,23045833,15.83036858
China,1425179562,2023-10-06,99315126,6.968604423
Japan,124997585,2023-10-06,33803572,27.04338008
Mexico,128613116,2023-10-06,7608416,5.915738796
India,1425423209,2023-10-06,44999243,3.156904049
Russia,145579889,2023-10-07,23045833,15.83036858
United Kingdom,68179315,2023-10-07,24768564,36.32856094
India,1425423209,2023-10-07,44999285,3.156906995
United States,341534041,2023-10-07,103436829,30.28595003
China,1425179562,2023-10-07,99315126,6.968604423
Japan,124997585,2023-10-07,33803572,27.04338008
Mexico,128613116,2023-10-07,7608416,5.915738796
Japan,124997585,2023-10-08,33803572,27.04338008
United Kingdom,68179315,2023-10-08,24770738,36.33174959
Mexico,128613116,2023-10-08,7608416,5.915738796
China,1425179562,2023-10-08,99315126,6.968604423
